,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
5344,University of California - Los Angeles (UCLA),Ecology and Evolutionary Biology,1.0,2016-2017,1st,,1,2016,26000,26000,0,0,26000,Biology,Biology,low,0,0,University of California - Los Angeles UCLA_Biology
5355,University of Chicago (UC),Chemistry,1.32,2017-2018,5th,,5,2017,31925,37275,0,0,37275,Chemistry,Chemistry,low,5350,5350,University of Chicago UC_Chemistry
5360,University of North Carolina - Chapel Hill (UNC),Sociology,0.81,2016-2017,2nd,,2,2016,18000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
5367,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.34,2017-2018,1st,,1,2017,29500,30000,0,0,30000,Chemistry,Chemistry,low,500,500,University of Illinois - Urbana- Champaign UIUC_Chemistry
5368,Duke University (DU),Biology,1.44,2016-2017,3rd,,3,2016,32000,32000,0,0,32000,Biology,Biology,low,0,0,Duke University DU_Biology
5378,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.14,2016-2017,1st,,1,2016,26500,29500,0,0,29500,Engineering,Engineering,low,3000,3000,Georgia Institute of Technology Georgia Tech_Engineering
5379,University of Virginia (UVA),History,0.7,2016-2017,1st,,1,2016,16000,16000,0,0,16000,HistPolSoc,HistPolSoc,low,0,0,University of Virginia UVA_HistPolSoc
5384,University of Wisconsin - Madison (UW),Mathematics,0.68,2016-2017,1st,,1,2016,15566,0,16196,0,16196,MathematicsAndComputer Science,MathematicsAndComputer Science,high,630,630,University of Wisconsin - Madison UW_MathematicsAndComputer Science
5394,University of North Carolina - Chapel Hill (UNC),Sociology,0.81,2017-2018,1st,TA-ship,1,2017,18000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
5397,Pennsylvania State University (Penn State),Materials Science and Engineering,1.42,2017-2018,2nd,,2,2017,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Pennsylvania State University Penn State_Engineering
5406,Rutgers the State University of New Jersey - New Brunswick,Political Science,0.93,2016-2017,2nd,"First year fellows are now given $3,000 of summer funding.",2,2016,24000,0,25000,0,25000,HistPolSoc,HistPolSoc,high,1000,1000,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc
5411,University of Southern California (USC),Psychology,1.39,2016-2017,6th and up,The summer funding is not guaranteed. Only if you can find a faculty member who has available funds. ,6,2016,36000,0,30000,6000,36000,HistPolSoc,HistPolSoc,high,0,0,University of Southern California USC_HistPolSoc
5420,Cornell University (CU),Physics,1.39,2016-2017,6th and up,,6,2016,33800,34000,0,0,34000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,200,200,Cornell University CU_PhysicsAndAstronomy
5422,Cornell University (CU),Physics,1.48,2016-2017,6th and up,"Valid for calendar year 2017 (Spring, Summer & Fall),  before any tax witholdings. Funded in part by NIH NRSA fellowship. This pay represents increased stipend rates that are only valid after passing the PhD candidacy exam (i.e. the A-exam)",6,2016,35794,35879,0,0,35879,PhysicsAndAstronomy,PhysicsAndAstronomy,low,85,85,Cornell University CU_PhysicsAndAstronomy
5445,Emory University,Religion,1.0,2017-2018,1st,,1,2017,23290,24000,0,0,24000,ArtsAndTheology,ArtsAndTheology,low,710,710,Emory University_ArtsAndTheology
5446,Princeton University,Religion,1.27,2017-2018,1st,,1,2017,32400,32400,0,0,32400,ArtsAndTheology,ArtsAndTheology,low,0,0,Princeton University_ArtsAndTheology
5447,Columbia University (CU),Sociology,1.07,2017-2018,2nd,Includes pay for TAship. ,2,2017,31890,31925,0,0,31925,HistPolSoc,HistPolSoc,low,35,35,Columbia University CU_HistPolSoc
5470,Vanderbilt University,Biomedical Engineering,1.31,2017-2018,5th,,5,2017,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,Vanderbilt University_Engineering
5472,Purdue University - West Lafayette,Biomedical Engineering,1.32,2016-2017,5th,,5,2016,28000,28000,0,0,28000,Engineering,Engineering,low,0,0,Purdue University - West Lafayette_Engineering
5496,University of Minnesota - Twin Cities (UM),Biomedical Engineering,1.31,2017-2018,1st,,1,2017,30050,31250,0,0,31250,Engineering,Engineering,low,1200,1200,University of Minnesota - Twin Cities UM_Engineering
5508,Virginia Tech,Chemical Engineering,1.25,2017-2018,1st,,1,2017,26230,27480,0,0,27480,Engineering,Engineering,low,1250,1250,Virginia Tech_Engineering
5537,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering,1.04,2017-2018,4th,"I receive $2250 per month Gross (this is the HIGHEST stipend level with ECE - 50% RA with 150$ monthly PhD increment). After deducting fees, and taxes, leaves me with about $1600 per month. Most ECE students receive lower stipend levels

Room Rents (including Utilities)around Georgia Tech are now anywhere from $700 (a run-down, nearly-blighted house from the 80s) to $1400 (new condos in Midtown), and increasing  at >10% per year. On-campus housing costs $1200 a month for a small room in a shared suite. A half decent room will cost at least $1000, including utilities.",4,2017,24135,27000,0,0,27000,Engineering,Engineering,low,2865,2865,Georgia Institute of Technology Georgia Tech_Engineering
5544,University of North Carolina - Chapel Hill (UNC),Sociology,0.86,2017-2018,1st,TAship,1,2017,19007,0,20000,0,20000,HistPolSoc,HistPolSoc,high,993,993,University of North Carolina - Chapel Hill UNC_HistPolSoc
5553,University of California - San Diego (UCSD),Mechanical and Aerospace Engineering,0.97,2016-2017,1st,,1,2016,25604,25704,0,0,25704,Engineering,Engineering,low,100,100,University of California - San Diego UCSD_Engineering
5557,University of Southern California (USC),Psychology,1.14,2017-2018,3rd,health and dental insurance premiums included,3,2017,29450,0,29500,0,29500,HistPolSoc,HistPolSoc,high,50,50,University of Southern California USC_HistPolSoc
5569,Emory University,English,0.98,2017-2018,1st,,1,2017,22850,24000,0,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1150,1150,Emory University_LinguisticsAndCommunication
5575,University of Southern California (USC),History,1.24,2017-2018,1st,,1,2017,32000,0,32000,0,32000,HistPolSoc,HistPolSoc,high,0,0,University of Southern California USC_HistPolSoc
5586,Northwestern University (NU),Mechanical engineering,1.27,2016-2017,1st,,1,2016,30700,30700,0,0,30700,Engineering,Engineering,low,0,0,Northwestern University NU_Engineering
5590,Stanford University (SU),Bioengineering,1.45,2017-2018,2nd,,2,2017,41700,41700,0,0,41700,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
5597,University of Michigan - Ann Arbor (UM),Political Science,1.41,2017-2018,1st,"Summers: $3,000 for 5 years and $9,868 summer TAship for 3 years",1,2017,32605,0,19737,12868,32605,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
5598,Georgetown University,Psychology,0.89,2016-2017,3rd,"$10,500 in the summer not guaranteed, but can be paid.

$500 in fees first two years.",3,2016,27500,0,28000,0,28000,HistPolSoc,HistPolSoc,high,500,500,Georgetown University_HistPolSoc
5630,University of Chicago (UC),Sociology,1.15,2017-2018,1st,25000 + 3000 summer stipend,1,2017,28000,28000,0,0,28000,HistPolSoc,HistPolSoc,low,0,0,University of Chicago UC_HistPolSoc
5642,Northwestern University (NU),Mechanical Engineering,0.09,2016-2017,1st,,1,2016,2243,2683,0,0,2683,Engineering,Engineering,low,440,440,Northwestern University NU_Engineering
5657,Georgia Institute of Technology (Georgia Tech),Aerospace Engineering,1.07,2017-2018,3rd,Does not pay fees and required health insurance. ,3,2017,24900,26000,0,0,26000,Engineering,Engineering,low,1100,1100,Georgia Institute of Technology Georgia Tech_Engineering
5658,University of California - Los Angeles (UCLA),Molecular Biology,0.81,2016-2017,4th,,4,2016,21000,36000,0,0,36000,Biology,Biology,low,15000,15000,University of California - Los Angeles UCLA_Biology
5660,University of Illinois - Urbana- Champaign (UIUC),Computer Science,0.17,2016-2017,1st,,1,2016,3690,0,2140,2140,4280,MathematicsAndComputer Science,MathematicsAndComputer Science,low,590,590,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
5667,Georgia Institute of Technology (Georgia Tech),Mechanical Engineering,1.46,2016-2017,2nd,,2,2016,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
5668,University of California - Los Angeles (UCLA),Psychology,1.04,2016-2017,1st,Does not include health insurance which is covered by my program. ,1,2016,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,University of California - Los Angeles UCLA_HistPolSoc
5669,University of California - Los Angeles (UCLA),Psychology,1.04,2016-2017,1st,"Not sure what my required fees are yet exactly, my program has not yet started.",1,2016,26875,27000,0,0,27000,HistPolSoc,HistPolSoc,low,125,125,University of California - Los Angeles UCLA_HistPolSoc
5670,Carnegie Mellon University (CMU),Civil Engineering,1.4,2013-2014,1st,"Required fees include Health Insurance, Technology fee, Transportation Fee and Student Activity fee for a year",1,2013,24146,25920,0,0,25920,Engineering,Engineering,low,1774,1774,Carnegie Mellon University CMU_Engineering
5671,University of Michigan - Ann Arbor (UM),Political Science,1.41,2017-2018,1st,,1,2017,32600,32600,0,0,32600,HistPolSoc,HistPolSoc,low,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
5698,Yale University (YU),Economics,1.54,2017-2018,1st,,1,2017,38000,38000,0,0,38000,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
5714,University of California - Los Angeles (UCLA),Bioengineering,0.92,2016-2017,1st,,1,2016,23854,55281,0,0,55281,Engineering,Engineering,low,31427,31427,University of California - Los Angeles UCLA_Engineering
5720,University of Wisconsin - Madison (UW),Chemistry,1.16,2017-2018,1st,,1,2017,26500,26500,0,0,26500,Chemistry,Chemistry,low,0,0,University of Wisconsin - Madison UW_Chemistry
5721,Rice University,Anthropology,0.98,2016-2017,1st,,1,2016,21500,0,21500,0,21500,Biology,Biology,high,0,0,Rice University_Biology
5723,University of Southern California (USC),Computer Science,1.31,2017-2018,1st,Fellowship,1,2017,34000,0,34000,0,34000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Southern California USC_MathematicsAndComputer Science
5729,University of Colorado - Boulder (UCB),Mechanical engineering,1.18,2017-2018,1st,,1,2017,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of Colorado - Boulder UCB_Engineering
5730,University of Colorado - Boulder (UCB),Mechanical engineering,0.1,2017-2018,1st,,1,2017,2500,2500,0,0,2500,Engineering,Engineering,low,0,0,University of Colorado - Boulder UCB_Engineering
5740,University of Texas - Austin (UT),Cell and Molecular Biology,1.18,2015-2016,2nd,,2,2015,27000,30000,0,0,30000,Biology,Biology,low,3000,3000,University of Texas - Austin UT_Biology
5744,University of Texas - Austin (UT),Sociology,0.88,2017-2018,1st,"$20,074 for the first two years. It includes 5000 for summer research each year and 1000 for relocation expenses. After the 3 year, the department offers $15,074 per academic year (9 months excluding summer). ",1,2017,20074,0,20074,0,20074,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
5750,University of California - Los Angeles (UCLA),Psychology,1.04,2017-2018,1st,,1,2017,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,University of California - Los Angeles UCLA_HistPolSoc
5754,University of Michigan - Ann Arbor (UM),Sociology,1.03,2017-2018,3rd,,3,2017,23738,23738,0,0,23738,HistPolSoc,HistPolSoc,low,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
5782,University of Rochester (UR),Chemistry,1.24,2016-2017,4th,"The department pays the fee to use the university health center, but we are responsible for paying our own health insurance. ",4,2016,26490,26500,0,0,26500,Chemistry,Chemistry,low,10,10,University of Rochester UR_Chemistry
5787,Massachusetts Institute of Technology (MIT),Materials Science and Engineering,1.27,2016-2017,5th,,5,2016,35420,35700,0,0,35700,Engineering,Engineering,low,280,280,Massachusetts Institute of Technology MIT_Engineering
5790,University of North Carolina - Chapel Hill (UNC),Pharmacology ,1.3,2016-2017,2nd,,2,2016,29000,29000,0,0,29000,Medical,Medical,low,0,0,University of North Carolina - Chapel Hill UNC_Medical
5803,Rice University,Civil Engineering,1.1,2017-2018,1st,,1,2017,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,Rice University_Engineering
5806,Cornell University (CU),Physics ,1.16,2017-2018,1st,,1,2017,28113,0,28113,0,28113,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,Cornell University CU_PhysicsAndAstronomy
5826,Drexel University (DU),Mechanical Engineering,0.62,2017-2018,1st,,1,2017,15000,0,15000,0,15000,Engineering,Engineering,high,0,0,Drexel University DU_Engineering
5827,Drexel University (DU),Mechanical Engineering,0.83,2017-2018,1st,,1,2017,19998,0,9999,9999,19998,Engineering,Engineering,high,0,0,Drexel University DU_Engineering
5839,Stanford University (SU),Biology,1.46,2016-2017,1st,,1,2016,41900,41900,0,0,41900,Biology,Biology,low,0,0,Stanford University SU_Biology
5841,University of Illinois - Urbana- Champaign (UIUC),Civil Engineering,0.81,2017-2018,1st,,1,2017,17910,17910,0,0,17910,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
5845,CUNY Graduate School and University Center,Sociology,0.66,2014-2015,5th,,5,2014,17400,18000,0,0,18000,HistPolSoc,HistPolSoc,low,600,600,CUNY Graduate School and University Center_HistPolSoc
5846,CUNY Graduate School and University Center,Psychology ,0.83,2016-2017,3rd,,3,2016,24818,25000,0,0,25000,HistPolSoc,HistPolSoc,low,182,182,CUNY Graduate School and University Center_HistPolSoc
5855,University of Illinois - Urbana- Champaign (UIUC),Civil Engineering,0.71,2017-2018,1st,,1,2017,15600,15600,0,0,15600,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
5856,University of Illinois - Urbana- Champaign (UIUC),Civil Engineering,0.06,2017-2018,1st,,1,2017,1300,1300,0,0,1300,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
5868,Northwestern University (NU),Chemical and Biological Engineering,1.26,2016-2017,1st,,1,2016,30460,30900,0,0,30900,Engineering,Engineering,low,440,440,Northwestern University NU_Engineering
5869,University of Michigan - Ann Arbor (UM),Bioinformatics,1.32,2017-2018,1st,,1,2017,30500,30500,0,0,30500,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Michigan - Ann Arbor UM_MathematicsAndComputer Science
5877,Northwestern University (NU),Mechanical Engineering,0.09,2016-2017,2nd,,2,2016,2166,2566,0,0,2566,Engineering,Engineering,low,400,400,Northwestern University NU_Engineering
5878,CUNY Graduate School and University Center,psychology,1.51,2016-2017,5th,,5,2016,45000,45000,0,0,45000,HistPolSoc,HistPolSoc,low,0,0,CUNY Graduate School and University Center_HistPolSoc
5879,CUNY Graduate School and University Center,Psychology,0.84,2016-2017,1st,,1,2016,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,CUNY Graduate School and University Center_HistPolSoc
5888,Rutgers the State University of New Jersey - New Brunswick,English,1.16,2017-2018,1st,,1,2017,30000,0,25000,5000,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication
5902,Purdue University - West Lafayette,Chemical Engineering,1.35,2017-2018,1st,$500 moving in allowance.,1,2017,28500,31000,0,0,31000,Engineering,Engineering,low,2500,2500,Purdue University - West Lafayette_Engineering
5905,Yale University (YU),Anthropology,1.22,2016-2017,1st,,1,2016,30250,30250,0,0,30250,Biology,Biology,low,0,0,Yale University YU_Biology
5906,Michigan State University (MSU),Psychology,1.07,2017-2018,1st,,1,2017,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc
5909,University of Michigan - Ann Arbor (UM),Statistics,1.3,2015-2016,1st,,1,2015,30000,30000,0,0,30000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Michigan - Ann Arbor UM_MathematicsAndComputer Science
5913,Cornell University (CU),Biophysics,1.35,2016-2017,1st,,1,2016,32850,32850,0,0,32850,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Cornell University CU_PhysicsAndAstronomy
5919,University of California - Berkeley,History,0.99,2016-2017,1st,,1,2016,27500,0,24000,3500,27500,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
5922,Harvard University (HU),Psychology,1.17,2017-2018,1st,,1,2017,33624,33624,0,0,33624,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
5928,Rice University,Bioengineering,1.33,2017-2018,1st,,1,2017,29000,29500,0,0,29500,Engineering,Engineering,low,500,500,Rice University_Engineering
5945,University of California - San Francisco (UCSF),Neuroscience,1.23,2016-2017,4th,,4,2016,36900,36900,0,0,36900,Medical,Medical,low,0,0,University of California - San Francisco UCSF_Medical
