,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
4372,University of California - Davis (UCD),"Biochemistry, Molecular, Cell and Developmental Biology (BMCDB)",1.28,2017-2018,1st,"Offer, did not accept.",1,2017,30684,30684,0,0,30684,"Biochemistry, Molecular, Cell and Developmental Biology (BMCDB)",Other,low,0,0,University of California - Davis UCD_Other
4376,Purdue University - West Lafayette,Chemical Engineering,1.56,2017-2018,1st,,1,2017,33000,33000,0,0,33000,Engineering,Engineering,low,0,0,Purdue University - West Lafayette_Engineering
4379,University of Delaware (UD),linguistics ,0.72,2017-2018,1st,required fees are not exact amount but it is around this number,1,2017,18400,0,19000,0,19000,linguistics ,Other,high,600,600,University of Delaware UD_Other
4381,University of Texas - Austin (UT),Cell and Molecular Biology,1.31,2017-2018,5th,,5,2017,30000,30000,0,0,30000,Biology,Biology,low,0,0,University of Texas - Austin UT_Biology
4387,University of Connecticut (UConn),Human Development and Family Studies,0.71,2017-2018,1st,,1,2017,17240,0,18000,0,18000,Human Development and Family Studies,Other,high,760,760,University of Connecticut UConn_Other
4389,University of Maryland - College Park (UMD),Electrical engineering ,1.06,2017-2018,1st,,1,2017,32000,0,32000,0,32000,Electrical engineering ,Other,high,0,0,University of Maryland - College Park UMD_Other
4390,University of Wisconsin - Madison (UW),Pharmaceutical Sciences PhD Program,1.14,2017-2018,6th and up,Program covers approximately 85% of health insurance costs.,6,2017,26000,26000,0,0,26000,Pharmaceutical Sciences PhD Program,Other,low,0,0,University of Wisconsin - Madison UW_Other
4391,University of Wisconsin - Madison (UW),Pharmaceutical Sciences PhD Program,1.14,2017-2018,5th,Program covers approximately 85% of health insurance costs.,5,2017,26000,26000,0,0,26000,Pharmaceutical Sciences PhD Program,Other,low,0,0,University of Wisconsin - Madison UW_Other
4392,University of Wisconsin - Madison (UW),Pharmaceutical Sciences PhD Program,1.14,2017-2018,4th,Program covers approximately 85% of health insurance costs.,4,2017,26000,26000,0,0,26000,Pharmaceutical Sciences PhD Program,Other,low,0,0,University of Wisconsin - Madison UW_Other
4393,University of Wisconsin - Madison (UW),Pharmaceutical Sciences PhD Program,1.14,2017-2018,3rd,Program covers approximately 85% of health insurance costs.,3,2017,26000,26000,0,0,26000,Pharmaceutical Sciences PhD Program,Other,low,0,0,University of Wisconsin - Madison UW_Other
4394,University of Wisconsin - Madison (UW),Pharmaceutical Sciences PhD Program,1.14,2017-2018,2nd,Program covers approximately 85% of health insurance costs.,2,2017,26000,26000,0,0,26000,Pharmaceutical Sciences PhD Program,Other,low,0,0,University of Wisconsin - Madison UW_Other
4395,University of Wisconsin - Madison (UW),Pharmaceutical Sciences PhD Program,1.14,2017-2018,1st,Program covers approximately 85% of health insurance costs.,1,2017,26000,26000,0,0,26000,Pharmaceutical Sciences PhD Program,Other,low,0,0,University of Wisconsin - Madison UW_Other
4399,Boston University (BU),Electrical and Computer Engineering Department,0.9,2017-2018,1st,,1,2017,25833,33990,0,0,33990,Electrical and Computer Engineering Department,Other,low,8157,8157,Boston University BU_Other
4401,University of Virginia (UVA),Politics,1.02,2014-2015,1st,,1,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
4405,Vanderbilt University,History,1.13,2017-2018,1st,Additional Provost's Fellowship of 5K,1,2017,26000,26000,0,0,26000,HistPolSoc,HistPolSoc,low,0,0,Vanderbilt University_HistPolSoc
4410,University of California - Los Angeles (UCLA),psychology,0.46,2016-2017,4th,,4,2016,12000,0,12000,0,12000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
4416,University of Delaware (UD),Physical Therapy,0.98,2017-2018,1st,,1,2017,25000,25000,0,0,25000,Physical Therapy,Other,low,0,0,University of Delaware UD_Other
4417,University of California - San Francisco (UCSF),Dscb,1.27,2016-2017,5th,,5,2016,38000,38000,0,0,38000,Dscb,Other,low,0,0,University of California - San Francisco UCSF_Other
4418,Arizona State University (ASU),SEMTE,1.28,2017-2018,1st,"Fellowship, ~$2300/mo after tax withholding. Am able to rent $900/mo ($725/mo base) 400 sqft studio ~1-2 miles from campus. No UG debt, 1 gap-year internship.",1,2017,28500,30000,0,0,30000,SEMTE,Other,low,1500,1500,Arizona State University ASU_Other
4420,Northwestern University (NU),NUIN,1.29,2017-2018,1st,,1,2017,31320,31760,0,0,31760,NUIN,Other,low,440,440,Northwestern University NU_Other
4421,Purdue University - West Lafayette,Botany and plant pathology ,1.08,2017-2018,1st,,1,2017,22770,22920,0,0,22920,Botany and plant pathology ,Other,low,150,150,Purdue University - West Lafayette_Other
4425,Carnegie Mellon University (CMU),Language Technologies Institute,1.57,2017-2018,1st,,1,2017,32400,32400,0,0,32400,Language Technologies Institute,Other,low,0,0,Carnegie Mellon University CMU_Other
4431,Oregon State University (OSU),Philosophy ,0.67,2017-2018,1st,,1,2017,14000,14000,0,0,14000,Philosophy ,Other,low,0,0,Oregon State University OSU_Other
4432,University of California - Berkeley,Chemistrt,1.21,2017-2018,1st,,1,2017,33500,33500,0,0,33500,Chemistrt,Other,low,0,0,University of California - Berkeley_Other
4444,Drexel University (DU),Engineering Technology ,0.84,2017-2018,1st,,1,2017,20250,0,20250,0,20250,Engineering Technology ,Other,high,0,0,Drexel University DU_Other
4446,University of Chicago (UC),PhD in Public Policy,1.2,2017-2018,1st,,1,2017,29000,29000,0,0,29000,PhD in Public Policy,Other,low,0,0,University of Chicago UC_Other
4447,University of Texas - Austin (UT),Aerospace Engineering,1.12,2017-2018,1st,,1,2017,25525,25525,0,0,25525,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
4450,University of Massachusetts - Amherst (UMass),management,0.97,2017-2018,1st,,1,2017,22300,0,20000,2300,22300,management,Other,high,0,0,University of Massachusetts - Amherst UMass_Other
4451,University of Utah,EEOB,1.03,2017-2018,1st,,1,2017,23000,23000,0,0,23000,EEOB,Other,low,0,0,University of Utah_Other
4452,Emory University,Biochemistry,1.28,2017-2018,1st,,1,2017,29700,30000,0,0,30000,Chemistry,Chemistry,low,300,300,Emory University_Chemistry
4453,Vanderbilt University,Political Science,1.13,2017-2018,1st,,1,2017,26000,26000,0,0,26000,HistPolSoc,HistPolSoc,low,0,0,Vanderbilt University_HistPolSoc
4456,University of Southern California (USC),Psychology ,1.49,2017-2018,1st,,1,2017,38500,0,30000,8500,38500,HistPolSoc,HistPolSoc,high,0,0,University of Southern California USC_HistPolSoc
4457,California Institute of Technology (Caltech),Mechanical Engineering,1.35,2017-2018,1st,,1,2017,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering
4461,University of Chicago (UC),Social Work,1.06,2014-2015,4th,,4,2014,23000,0,23000,0,23000,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc
4465,Ohio State University (OSU),Electrical & Computer Engineering,1.29,2017-2018,1st,,1,2017,25800,25800,0,0,25800,Electrical & Computer Engineering,Other,low,0,0,Ohio State University OSU_Other
4467,Michigan State University (MSU),CHEMISTRY,0.05,2017-2018,1st,,1,2017,1000,2000,0,0,2000,CHEMISTRY,Other,low,1000,1000,Michigan State University MSU_Other
4472,University of Texas - Austin (UT),Biology,1.31,2017-2018,4th,,4,2017,30000,30000,0,0,30000,Biology,Biology,low,0,0,University of Texas - Austin UT_Biology
4476,Purdue University - West Lafayette,Counseling Psychology,0.79,2017-2018,2nd,Tuition waiver; Health insurance with dental and vision,2,2017,16700,0,17100,0,17100,Counseling Psychology,Other,high,400,400,Purdue University - West Lafayette_Other
4478,University of Washington (UW),Master of Science in Mechanical Engineering,0.89,2017-2018,1st,,1,2017,20700,0,20700,0,20700,Master of Science in Mechanical Engineering,Other,high,0,0,University of Washington UW_Other
4482,Clemson University (CU),Psychology/Industrial-Organizational Psychology,0.71,2017-2018,1st,,1,2017,14878,0,12000,4000,16000,Psychology/Industrial-Organizational Psychology,Other,high,1122,1122,Clemson University CU_Other
4484,University of Washington (UW),Chemistry,1.3,2017-2018,5th,,5,2017,30154,31300,0,0,31300,Chemistry,Chemistry,low,1146,1146,University of Washington UW_Chemistry
4485,Georgetown University,Chemistry PhD,1.04,2017-2018,4th,,4,2017,32071,32071,0,0,32071,Chemistry PhD,Other,low,0,0,Georgetown University_Other
4488,Temple University (TU),Chemistry PhD,1.32,2017-2018,1st,Presidential Fellowship,1,2017,31750,32000,0,0,32000,Chemistry PhD,Other,low,250,250,Temple University TU_Other
4490,University of California - Riverside (UCR),Biochemistry and Molecular Biology,0.87,2017-2018,1st,,1,2017,21000,21000,0,0,21000,Biochemistry and Molecular Biology,Other,low,0,0,University of California - Riverside UCR_Other
4493,University of California - Irvine (UCI),Sociology,0.75,2017-2018,1st,"Funding is promised for 6 years. The base package includes a $15,000 out-of-state tuition waiver for the first year, a $2,000 dollar summer stipend before the first year,  and health insurance (Includes vision and dental!). ",1,2017,21884,0,20653,2000,22653,HistPolSoc,HistPolSoc,high,769,769,University of California - Irvine UCI_HistPolSoc
4494,Yale University (YU),Genetics,1.4,2017-2018,4th,,4,2017,34600,34600,0,0,34600,Biology,Biology,low,0,0,Yale University YU_Biology
4496,University of Maryland - College Park (UMD),Electrical Engineering,0.6,2017-2018,1st,9 month appointment as a Graduate Research Assistant (GRA). 3 months in the summer I will be interning at my professor's company with better payment.,1,2017,18093,0,18093,0,18093,Engineering,Engineering,high,0,0,University of Maryland - College Park UMD_Engineering
4497,University of Tennessee - Knoxville,Animal Science,0.74,2017-2018,2nd,,2,2017,15800,16800,0,0,16800,Animal Science,Other,low,1000,1000,University of Tennessee - Knoxville_Other
4499,Duke University (DU),Biostatistics & Bioinformatics,1.36,2017-2018,2nd,,2,2017,30310,30310,0,0,30310,Biostatistics & Bioinformatics,Other,low,0,0,Duke University DU_Other
4507,University of Illinois - Urbana- Champaign (UIUC),ECE,0.09,2016-2017,1st,,1,2016,2085,0,2185,0,2185,ECE,Other,low,100,100,University of Illinois - Urbana- Champaign UIUC_Other
4509,University of Central Florida (UCF),EE,1.08,2017-2018,1st,After tax is 20K.,1,2017,25000,25000,0,0,25000,EE,Other,low,0,0,University of Central Florida UCF_Other
4510,Columbia University (CU),Philosophy PhD,1.14,2017-2018,1st,"$45 annual fee, one time $105 fee, subsidized housing available (~60-70% market rate)",1,2017,33850,34000,0,0,34000,Philosophy PhD,Other,low,150,150,Columbia University CU_Other
4513,University of California - Davis (UCD),Atmospheric Sceinces,1.17,2016-2017,1st,,1,2016,28000,28000,0,0,28000,Atmospheric Sceinces,Other,low,0,0,University of California - Davis UCD_Other
4517,University of Wisconsin - Madison (UW),art history ,1.0,2016-2017,5th,,5,2016,22900,0,22900,0,22900,art history ,Other,high,0,0,University of Wisconsin - Madison UW_Other
4520,University of Chicago (UC),Psychology,1.11,2017-2018,1st,,1,2017,27000,30000,0,0,30000,HistPolSoc,HistPolSoc,low,3000,3000,University of Chicago UC_HistPolSoc
4521,Georgia State University (GSU),School Psychology,0.43,2017-2018,1st,Doesn't pay enough to even cover rent and most students take out loans.,1,2017,10000,10000,0,0,10000,School Psychology,Other,low,0,0,Georgia State University GSU_Other
4526,Pennsylvania State University (Penn State),Geoscience,1.1,2017-2018,1st,"Not SURE about this info, ballpark",1,2017,24620,0,24620,0,24620,Geoscience,Other,high,0,0,Pennsylvania State University Penn State_Other
4529,Northwestern University (NU),Political Science,1.14,2016-2017,2nd,,2,2016,27600,27600,0,0,27600,HistPolSoc,HistPolSoc,low,0,0,Northwestern University NU_HistPolSoc
4539,University of California - San Diego (UCSD),Neurosciences,1.28,2017-2018,1st,,1,2017,34000,34000,0,0,34000,Neurosciences,Other,low,0,0,University of California - San Diego UCSD_Other
4541,University of California - San Diego (UCSD),Bioinformatics and Systems Biology,1.21,2017-2018,6th and up,"We effectively are paid less in the summer. Technically, we are paid the same amount, but we receive less of our stipend during the summer. This is because of a FICA tax deduction for which we are eligible only if registered for 6+ credits. We qualify for this deduction during the rest of the year, but since we are not registered in classes during the summer sessions, we don't qualify. This despite the fact that we do at least as much research during summer as any other time. It seems an easy solution if our department offered the graduate research class during the summer sessions. We could all register for 6 or more credits and be fine. I don't think the change would require students or PIs to go out of their way much at all; I imagine it would just be a question of some administrative coordination.",6,2017,32000,32000,0,0,32000,Bioinformatics and Systems Biology,Other,low,0,0,University of California - San Diego UCSD_Other
4542,Georgia Institute of Technology (Georgia Tech),Ocean Science and Engineering,1.16,2017-2018,1st,,1,2017,27000,27000,0,0,27000,Ocean Science and Engineering,Other,low,0,0,Georgia Institute of Technology Georgia Tech_Other
4543,University of California - San Diego (UCSD),Scripps Institution of Oceanography,1.13,2017-2018,1st,,1,2017,30000,30000,0,0,30000,Scripps Institution of Oceanography,Other,low,0,0,University of California - San Diego UCSD_Other
4547,Pennsylvania State University (Penn State),Ecology,1.56,2017-2018,1st,,1,2017,35000,35000,0,0,35000,Geography,Geography,low,0,0,Pennsylvania State University Penn State_Geography
4555,University of Rochester (UR),Computer Science,0.84,2016-2017,1st,,1,2016,18000,0,18000,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Rochester UR_MathematicsAndComputer Science
4560,University of Chicago (UC),History,0.98,2017-2018,3rd,"In your third year and up, you have TA responsibilities that are stupidly taken out of your stipend amount in the following increments: less $6k in your 3rd and 4th years, less $3k in your 5th. Thus, $25k is not a guarantee base stipend beyond your 2nd year--indeed, if you manage to teach more, it will be more, but if you can't find a position, you will suffer. Health care is covered, but there is a $380/quarter student life fee you pay for every quarter you are on campus, or unless you prove you are living 90 miles away. You apply for the $3k summer dispersement, and it is based on good progress. I do not know of anyone who does not get this. So, in a good year, you make $28k before fees.",3,2017,23860,25000,0,0,25000,HistPolSoc,HistPolSoc,low,1140,1140,University of Chicago UC_HistPolSoc
4561,Oregon State University (OSU),MIME,1.1,2017-2018,4th,,4,2017,23076,24396,0,0,24396,MIME,Other,low,1320,1320,Oregon State University OSU_Other
4565,University of Chicago (UC),Public Policy,1.07,2017-2018,1st,,1,2017,25900,0,27000,0,27000,HistPolSoc,HistPolSoc,high,1100,1100,University of Chicago UC_HistPolSoc
4566,University of Wisconsin - Madison (UW),Nutritional Sciences,1.07,2017-2018,1st,Health insurance NOT included. This is a RAship with a possible TAship. ,1,2017,24437,26000,0,0,26000,Nutritional Sciences,Other,low,1563,1563,University of Wisconsin - Madison UW_Other
