,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
4835,University of Miami (UM),Mechanical Engineering,1.13,2016-2017,1st,,1,2016,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,University of Miami UM_Engineering
4836,University of California - Berkeley,Sociology,1.08,2017-2018,1st,,1,2017,30000,0,28000,2000,30000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
4837,North Carolina State University (NCSU),microbiology,0.68,2016-2017,3rd,,3,2016,15500,0,18000,0,18000,Biology,Biology,high,2500,2500,North Carolina State University NCSU_Biology
4844,University of Illinois - Urbana- Champaign (UIUC),Mechanical Engineering,1.27,2017-2018,1st,,1,2017,28000,28000,0,0,28000,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
4848,University of Connecticut (UConn),History,0.7,2017-2018,1st,,1,2017,17012,0,17812,0,17812,HistPolSoc,HistPolSoc,high,800,800,University of Connecticut UConn_HistPolSoc
4851,New York University (NYU),Biology,1.28,2016-2017,4th,,4,2016,38000,38000,0,0,38000,Biology,Biology,low,0,0,New York University NYU_Biology
4852,Cornell University (CU),Physics,1.39,2017-2018,1st,,1,2017,33623,0,28817,4806,33623,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,Cornell University CU_PhysicsAndAstronomy
4853,Yale University (YU),Physics,1.4,2017-2018,1st,,1,2017,34550,34550,0,0,34550,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Yale University YU_PhysicsAndAstronomy
4854,University of Oregon (UO),Biology,1.23,2017-2018,1st,,1,2017,25820,26000,0,0,26000,Biology,Biology,low,180,180,University of Oregon UO_Biology
4856,Virginia Tech,Chemistry ,1.04,2017-2018,2nd,,2,2017,21974,23774,0,0,23774,Chemistry,Chemistry,low,1800,1800,Virginia Tech_Chemistry
4867,University of Hawaii - Manoa (UH),Psychology,0.7,2016-2017,4th,18226 after taxes,4,2016,21278,22178,0,0,22178,HistPolSoc,HistPolSoc,low,900,900,University of Hawaii - Manoa UH_HistPolSoc
4868,Northwestern University (NU),Psychology,1.22,2016-2017,3rd,"Sometimes taxed, sometimes not.",3,2016,29550,29880,0,0,29880,HistPolSoc,HistPolSoc,low,330,330,Northwestern University NU_HistPolSoc
4870,University of Pittsburgh,Psychology,0.1,2017-2018,2nd,"Health insurance is included. We only pay vision and dental insurance  ~$30 per month 

Every semester we pay $30 required fees",2,2017,2170,2200,0,0,2200,HistPolSoc,HistPolSoc,low,30,30,University of Pittsburgh_HistPolSoc
4871,University of Tennessee - Knoxville,Microbiology,0.85,2017-2018,1st,,1,2017,18000,20000,0,0,20000,Biology,Biology,low,2000,2000,University of Tennessee - Knoxville_Biology
4874,Arizona State University (ASU),Computer Science,1.32,2017-2018,2nd,,2,2017,29200,0,20000,13200,33200,MathematicsAndComputer Science,MathematicsAndComputer Science,high,4000,4000,Arizona State University ASU_MathematicsAndComputer Science
4875,University of Wisconsin - Madison (UW),Pharmacology,1.18,2017-2018,1st,,1,2017,27000,28000,0,0,28000,Medical,Medical,low,1000,1000,University of Wisconsin - Madison UW_Medical
4877,Johns Hopkins University (JHU),Neuroscience,1.24,2017-2018,1st,,1,2017,32000,32000,0,0,32000,Medical,Medical,low,0,0,Johns Hopkins University JHU_Medical
4879,Tufts University (TU),biology,1.13,2016-2017,1st,,1,2016,31500,32000,0,0,32000,Biology,Biology,low,500,500,Tufts University TU_Biology
4881,University of Kentucky (UK),Geography,0.68,2016-2017,5th,,5,2016,13828,0,15176,0,15176,Geography,Geography,high,1348,1348,University of Kentucky UK_Geography
4890,University of California - Irvine (UCI),English ,0.72,2017-2018,1st,,1,2017,21000,0,21000,0,21000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of California - Irvine UCI_LinguisticsAndCommunication
4891,Ohio State University (OSU),English ,0.85,2017-2018,1st,,1,2017,17000,0,17000,0,17000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Ohio State University OSU_LinguisticsAndCommunication
4892,University of California - Davis (UCD),Sociology ,0.99,2017-2018,1st,,1,2017,23850,0,20000,4000,24000,HistPolSoc,HistPolSoc,high,150,150,University of California - Davis UCD_HistPolSoc
4893,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering,1.01,2017-2018,4th,,4,2017,23536,27000,0,0,27000,Engineering,Engineering,low,3464,3464,Georgia Institute of Technology Georgia Tech_Engineering
4895,Rice University,Sociology ,1.19,2017-2018,1st,,1,2017,26109,27500,0,0,27500,HistPolSoc,HistPolSoc,low,1391,1391,Rice University_HistPolSoc
4897,Temple University (TU),psychology,1.04,2016-2017,4th,,4,2016,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,Temple University TU_HistPolSoc
4910,University of California - San Diego (UCSD),Biology,1.83,2016-2017,1st,,1,2016,48500,48500,0,0,48500,Biology,Biology,low,0,0,University of California - San Diego UCSD_Biology
4911,Rice University,Anthropology,0.98,2017-2018,1st,,1,2017,21500,21500,0,0,21500,Biology,Biology,low,0,0,Rice University_Biology
4912,University of California - Berkeley,Anthropology,0.94,2017-2018,1st,,1,2017,26000,26000,0,0,26000,Biology,Biology,low,0,0,University of California - Berkeley_Biology
4918,California Institute of Technology (Caltech),Bioengineering,1.31,2016-2017,1st,,1,2016,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering
4920,University of Oregon (UO),Biology,1.27,2017-2018,1st,,1,2017,26550,26550,0,0,26550,Biology,Biology,low,0,0,University of Oregon UO_Biology
4921,Indiana University,Biology,1.16,2017-2018,1st,,1,2017,25000,25000,0,0,25000,Biology,Biology,low,0,0,Indiana University_Biology
4924,Emory University,Neuroscience,1.25,2016-2017,5th,,5,2016,29000,29500,0,0,29500,Medical,Medical,low,500,500,Emory University_Medical
4925,Stanford University (SU),Economics,1.34,2016-2017,1st,,1,2016,38600,38600,0,0,38600,BusinessAndManagement,BusinessAndManagement,low,0,0,Stanford University SU_BusinessAndManagement
4929,University of Kentucky (UK),Biology,1.04,2016-2017,3rd,,3,2016,21325,0,21500,0,21500,Biology,Biology,high,175,175,University of Kentucky UK_Biology
4930,University of Illinois - Urbana- Champaign (UIUC),Art History,0.72,2017-2018,2nd,TA Appointment,2,2017,15780,0,16380,0,16380,ArtsAndTheology,ArtsAndTheology,high,600,600,University of Illinois - Urbana- Champaign UIUC_ArtsAndTheology
4931,University of Illinois - Urbana- Champaign (UIUC),Art History,0.65,2017-2018,1st,Fellowship,1,2017,14400,0,15000,0,15000,ArtsAndTheology,ArtsAndTheology,high,600,600,University of Illinois - Urbana- Champaign UIUC_ArtsAndTheology
4934,Syracuse University,Mathematics,1.01,2017-2018,5th,,5,2017,21500,0,21500,0,21500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Syracuse University_MathematicsAndComputer Science
4935,Syracuse University,Mathematics,0.94,2017-2018,3rd,,3,2017,20000,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Syracuse University_MathematicsAndComputer Science
4936,Syracuse University,Mathematics,0.87,2017-2018,1st,,1,2017,18500,0,18500,0,18500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Syracuse University_MathematicsAndComputer Science
4937,Ohio State University (OSU),Electrical and Computer Engineering,0.08,2017-2018,5th,,5,2017,1675,0,1775,0,1775,Engineering,Engineering,low,100,100,Ohio State University OSU_Engineering
4943,University of Florida (UF),Mechanical engineering,1.33,2016-2017,1st,,1,2016,30200,32000,0,0,32000,Engineering,Engineering,low,1800,1800,University of Florida UF_Engineering
4952,Georgia Institute of Technology (Georgia Tech),Physics,0.95,2017-2018,5th,"Pay is the same regardless of time spent in program. We just had a small pay bump about a year ago of $1000. Parking pass is an extra $800 per year.
",5,2017,22068,25068,0,0,25068,PhysicsAndAstronomy,PhysicsAndAstronomy,low,3000,3000,Georgia Institute of Technology Georgia Tech_PhysicsAndAstronomy
4958,Stony Brook University - SUNY,Physics,0.93,2016-2017,4th,Received $1200 tax refund,4,2016,25900,27500,0,0,27500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1600,1600,Stony Brook University - SUNY_PhysicsAndAstronomy
4967,Harvard University (HU),Biostatistics,1.26,2017-2018,1st,34632 yearly stipend + 1500 first year startup stipend,1,2017,36000,36000,0,0,36000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,Harvard University HU_MathematicsAndComputer Science
4972,University of Texas - Austin (UT),Mechanical Engineering,1.58,2017-2018,1st,,1,2017,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
4982,Louisiana State University - Baton Rouge,Biological Sciences,0.85,2017-2018,4th,No health insurance ,4,2017,18500,22000,0,0,22000,Biology,Biology,low,3500,3500,Louisiana State University - Baton Rouge_Biology
5003,Indiana University,Computer Science,0.86,2017-2018,2nd,,2,2017,18472,0,19150,0,19150,MathematicsAndComputer Science,MathematicsAndComputer Science,high,678,678,Indiana University_MathematicsAndComputer Science
5006,University of Kentucky (UK),Biochemistry,1.22,2017-2018,5th,,5,2017,25000,25000,0,0,25000,Chemistry,Chemistry,low,0,0,University of Kentucky UK_Chemistry
5014,Rutgers the State University of New Jersey - New Brunswick,History ,0.77,2016-2017,5th,,5,2016,19800,0,21000,0,21000,HistPolSoc,HistPolSoc,high,1200,1200,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc
5015,Duke University (DU),Ecology,1.24,2017-2018,3rd,,3,2017,27500,27500,0,0,27500,Geography,Geography,low,0,0,Duke University DU_Geography
5018,University of California - San Francisco (UCSF),Biophysics,1.24,2016-2017,5th,,5,2016,37000,37000,0,0,37000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,University of California - San Francisco UCSF_PhysicsAndAstronomy
5019,Duke University (DU),Chemistry,1.33,2017-2018,3rd,,3,2017,29500,29500,0,0,29500,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
5022,Duke University (DU),Biochemistry ,1.39,2017-2018,4th,,4,2017,31000,32000,0,0,32000,Chemistry,Chemistry,low,1000,1000,Duke University DU_Chemistry
5027,University of Georgia (UGA),Microbiology,1.1,2016-2017,3rd,"Student healthcare, not including dental or mental health, costs $1228.00 and has since increased. Fees reflect the minimum fees for registering for researching credits. Fees increase once you include coursework.",3,2016,23334,25000,0,0,25000,Biology,Biology,low,1666,1666,University of Georgia UGA_Biology
5035,Stanford University (SU),Psychology,1.33,2017-2018,2nd,,2,2017,38308,38308,0,0,38308,HistPolSoc,HistPolSoc,low,0,0,Stanford University SU_HistPolSoc
5038,University of Oregon (UO),Psychology ,1.0,2017-2018,1st,,1,2017,21000,0,21000,0,21000,HistPolSoc,HistPolSoc,high,0,0,University of Oregon UO_HistPolSoc
5043,Harvard University (HU),Psychology,1.17,2017-2018,2nd,,2,2017,33600,33600,0,0,33600,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
5044,Florida State University (FSU),Neuroscience,0.85,2017-2018,1st,,1,2017,19800,22500,0,0,22500,Medical,Medical,low,2700,2700,Florida State University FSU_Medical
5050,Yale University (YU),Biomedical Engineering,1.37,2017-2018,1st,,1,2017,33850,33850,0,0,33850,Engineering,Engineering,low,0,0,Yale University YU_Engineering
5051,University of North Carolina - Chapel Hill (UNC),Biology,0.92,2017-2018,5th,,5,2017,20500,0,19500,3000,22500,Biology,Biology,high,2000,2000,University of North Carolina - Chapel Hill UNC_Biology
5053,Carnegie Mellon University (CMU),Mechanical Engineering,1.35,2016-2017,3rd,Health insurance not included in the fees. It is about ~$2000 for university-provided insurance.,3,2016,27998,28200,0,0,28200,Engineering,Engineering,low,202,202,Carnegie Mellon University CMU_Engineering
5054,Johns Hopkins University (JHU),Political Science,1.13,2016-2017,1st,,1,2016,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,Johns Hopkins University JHU_HistPolSoc
5055,University of California - Irvine (UCI),Ecology and Evolutionary Biology,0.65,2016-2017,4th,,4,2016,19000,0,19000,0,19000,Biology,Biology,high,0,0,University of California - Irvine UCI_Biology
5060,New York University (NYU),Chemistry,1.15,2011-2012,1st,"$1000 moving bonus at the start of year 1. Subsidized housing in the first year, then nothing after. No subsidized transit, no dental insurance, no disability insurance.
Summer pay was highly lab-dependent (i.e., $0 or full amount). Salary went up a little per year. Option to TA from 2nd half of 1st year through 1st half of 3rd year (amounting to an extra ~$10-16k/semester extra). Some labs don't pay after 4th year.",1,2011,30546,0,23046,7500,30546,Chemistry,Chemistry,high,0,0,New York University NYU_Chemistry
5061,Purdue University - West Lafayette,Computer Science,1.04,2017-2018,2nd,,2,2017,21900,0,17500,6300,23800,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1900,1900,Purdue University - West Lafayette_MathematicsAndComputer Science
5072,Michigan State University (MSU),Psychology ,1.3,2010-2011,1st,"I had a University Distinguishing Fellowship, which provided my stipend for the first and last year and the three years in between I had to TA/GA.",1,2010,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc
5080,CUNY Graduate School and University Center,Spanish,0.87,2017-2018,1st,,1,2017,26000,26000,0,0,26000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,CUNY Graduate School and University Center_LinguisticsAndCommunication
5082,University of California - San Diego (UCSD),Mechanical engineering,0.09,2017-2018,1st,,1,2017,2400,2400,0,0,2400,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
5083,University of Missouri (MU),Biological Sciences,1.31,2016-2017,4th,This is a 4 year fellowship through the University that is offered to 2-8 students/year in the life sciences at MU,4,2016,27000,27000,0,0,27000,Biology,Biology,low,0,0,University of Missouri MU_Biology
5086,University of North Carolina - Chapel Hill (UNC),Neuroscience,1.39,2017-2018,2nd,,2,2017,31000,31000,0,0,31000,Medical,Medical,low,0,0,University of North Carolina - Chapel Hill UNC_Medical
5088,University of Pittsburgh,Math,2.42,2016-2017,3rd,,3,2016,50000,56000,0,0,56000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,6000,6000,University of Pittsburgh_MathematicsAndComputer Science
5100,Georgetown University,Biology ,1.04,2017-2018,1st,Health care is also covered. Tuition is fully covered. Take home after taxes is about $2000 / month and that is livable. ,1,2017,32000,32000,0,0,32000,Biology,Biology,low,0,0,Georgetown University_Biology
5104,University of Iowa (UI),History,0.86,2017-2018,1st,,1,2017,19000,0,19000,0,19000,HistPolSoc,HistPolSoc,high,0,0,University of Iowa UI_HistPolSoc
5105,University of Wisconsin - Madison (UW),Political Science,0.88,2016-2017,1st,,1,2016,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,University of Wisconsin - Madison UW_HistPolSoc
5115,University of Minnesota - Twin Cities (UM),Computer Science,1.13,2017-2018,1st,,1,2017,26000,26000,0,0,26000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Minnesota - Twin Cities UM_MathematicsAndComputer Science
5145,University of Tennessee - Knoxville,English,0.47,2017-2018,1st,,1,2017,10000,10000,0,0,10000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Tennessee - Knoxville_LinguisticsAndCommunication
5147,Tufts University (TU),English,0.82,2017-2018,1st,,1,2017,23000,23000,0,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Tufts University TU_LinguisticsAndCommunication
5148,California Institute of Technology (Caltech),math,1.31,2017-2018,1st,,1,2017,34000,34000,0,0,34000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,California Institute of Technology Caltech_MathematicsAndComputer Science
5151,North Carolina State University (NCSU),Math,0.77,2017-2018,1st,,1,2017,17500,0,18000,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,500,500,North Carolina State University NCSU_MathematicsAndComputer Science
5159,University of Chicago (UC),Biology ,1.3,2017-2018,1st,,1,2017,31487,31736,0,0,31736,Biology,Biology,low,249,249,University of Chicago UC_Biology
5160,University of Chicago (UC),Biology ,1.3,2016-2017,1st,,1,2016,31520,31769,0,0,31769,Biology,Biology,low,249,249,University of Chicago UC_Biology
5163,Ohio State University (OSU),Engineering,1.29,2017-2018,1st,,1,2017,25800,25800,0,0,25800,Engineering,Engineering,low,0,0,Ohio State University OSU_Engineering
5171,Pennsylvania State University (Penn State),Biostatistics,1.02,2017-2018,2nd,include Summer $4563(June/July),2,2017,22815,22815,0,0,22815,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,Pennsylvania State University Penn State_MathematicsAndComputer Science
5175,Northeastern University (NU),Sociology,0.9,2016-2017,2nd,,2,2016,25750,0,24000,2000,26000,HistPolSoc,HistPolSoc,high,250,250,Northeastern University NU_HistPolSoc
