,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept,Overall_Pay_corr,Fees_corr,Dep_LeftRight
615,University of Southern California (USC),English,1.16,2016-2017,1st,Corrected amount.,1,2016,30000,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication,25862.068965517243,0.0,1
616,University of Southern California (USC),English,0.77,2016-2017,1st,,1,2016,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication,25974.02597402597,0.0,1
617,University of California - San Diego (UCSD),Mathematics,0.76,2017-2018,2nd,,2,2017,20000,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of California - San Diego UCSD_MathematicsAndComputer Science,26315.78947368421,0.0,0
618,Stony Brook University - SUNY,computer science,1.2,2017-2018,1st,,1,2017,33560,0,23560,10000,33560,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Stony Brook University - SUNY_MathematicsAndComputer Science,27966.666666666668,0.0,0
619,University of California - Berkeley,Sociology,1.08,2017-2018,1st,,1,2017,30000,0,28000,2000,30000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc,27777.777777777777,0.0,1
620,University of Illinois - Urbana- Champaign (UIUC),Mechanical Engineering,1.27,2017-2018,1st,,1,2017,28000,28000,0,0,28000,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering,22047.24409448819,0.0,0
621,New York University (NYU),Biology,1.28,2016-2017,4th,,4,2016,38000,38000,0,0,38000,Biology,Biology,low,0,0,New York University NYU_Biology,29687.5,0.0,0
622,Cornell University (CU),Physics,1.39,2017-2018,1st,,1,2017,33623,0,28817,4806,33623,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,Cornell University CU_PhysicsAndAstronomy,24189.208633093527,0.0,0
623,Northwestern University (NU),Psychology,1.22,2016-2017,3rd,"Sometimes taxed, sometimes not.",3,2016,29550,29880,0,0,29880,HistPolSoc,HistPolSoc,low,330,330,Northwestern University NU_HistPolSoc,24221.311475409835,270.4918032786885,1
624,University of Pittsburgh,Psychology,0.1,2017-2018,2nd,"Health insurance is included. We only pay vision and dental insurance  ~$30 per month 

Every semester we pay $30 required fees",2,2017,2170,2200,0,0,2200,HistPolSoc,HistPolSoc,low,30,30,University of Pittsburgh_HistPolSoc,21700.0,300.0,1
625,University of California - Davis (UCD),Sociology ,0.99,2017-2018,1st,,1,2017,23850,0,20000,4000,24000,HistPolSoc,HistPolSoc,high,150,150,University of California - Davis UCD_HistPolSoc,24090.909090909092,151.51515151515153,1
626,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering,1.01,2017-2018,4th,,4,2017,23536,27000,0,0,27000,Engineering,Engineering,low,3464,3464,Georgia Institute of Technology Georgia Tech_Engineering,23302.970297029704,3429.70297029703,0
627,Temple University (TU),psychology,1.04,2016-2017,4th,,4,2016,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,Temple University TU_HistPolSoc,24038.46153846154,0.0,1
628,Rice University,Anthropology,0.98,2017-2018,1st,,1,2017,21500,21500,0,0,21500,Biology,Biology,low,0,0,Rice University_Biology,21938.775510204083,0.0,0
629,California Institute of Technology (Caltech),Bioengineering,1.31,2016-2017,1st,,1,2016,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering,25954.198473282442,0.0,0
630,Emory University,Neuroscience,1.25,2016-2017,5th,,5,2016,29000,29500,0,0,29500,Medical,Medical,low,500,500,Emory University_Medical,23200.0,400.0,0
631,University of Texas - Austin (UT),Mechanical Engineering,1.58,2017-2018,1st,,1,2017,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering,22784.810126582277,0.0,0
632,University of Kentucky (UK),Biochemistry,1.22,2017-2018,5th,,5,2017,25000,25000,0,0,25000,Chemistry,Chemistry,low,0,0,University of Kentucky UK_Chemistry,20491.803278688523,0.0,0
633,Rutgers the State University of New Jersey - New Brunswick,History ,0.77,2016-2017,5th,,5,2016,19800,0,21000,0,21000,HistPolSoc,HistPolSoc,high,1200,1200,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc,25714.285714285714,1558.4415584415583,1
634,Duke University (DU),Chemistry,1.33,2017-2018,3rd,,3,2017,29500,29500,0,0,29500,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry,22180.451127819546,0.0,0
635,Duke University (DU),Biochemistry ,1.39,2017-2018,4th,,4,2017,31000,32000,0,0,32000,Chemistry,Chemistry,low,1000,1000,Duke University DU_Chemistry,22302.158273381297,719.4244604316548,0
636,Stanford University (SU),Psychology,1.33,2017-2018,2nd,,2,2017,38308,38308,0,0,38308,HistPolSoc,HistPolSoc,low,0,0,Stanford University SU_HistPolSoc,28803.007518796992,0.0,1
637,Harvard University (HU),Psychology,1.17,2017-2018,2nd,,2,2017,33600,33600,0,0,33600,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc,28717.94871794872,0.0,1
638,Carnegie Mellon University (CMU),Mechanical Engineering,1.35,2016-2017,3rd,Health insurance not included in the fees. It is about ~$2000 for university-provided insurance.,3,2016,27998,28200,0,0,28200,Engineering,Engineering,low,202,202,Carnegie Mellon University CMU_Engineering,20739.25925925926,149.62962962962962,0
639,Johns Hopkins University (JHU),Political Science,1.13,2016-2017,1st,,1,2016,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,Johns Hopkins University JHU_HistPolSoc,25663.716814159296,0.0,1
641,University of California - San Diego (UCSD),Mechanical engineering,0.09,2017-2018,1st,,1,2017,2400,2400,0,0,2400,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering,26666.666666666668,0.0,0
642,University of North Carolina - Chapel Hill (UNC),Neuroscience,1.39,2017-2018,2nd,,2,2017,31000,31000,0,0,31000,Medical,Medical,low,0,0,University of North Carolina - Chapel Hill UNC_Medical,22302.158273381297,0.0,0
643,University of Wisconsin - Madison (UW),Political Science,0.88,2016-2017,1st,,1,2016,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,University of Wisconsin - Madison UW_HistPolSoc,22727.272727272728,0.0,1
644,Northeastern University (NU),Sociology,0.9,2016-2017,2nd,,2,2016,25750,0,24000,2000,26000,HistPolSoc,HistPolSoc,high,250,250,Northeastern University NU_HistPolSoc,28611.11111111111,277.77777777777777,1
645,University of California - San Diego (UCSD),Sociology,0.76,2017-2018,1st,,1,2017,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of California - San Diego UCSD_HistPolSoc,26315.78947368421,0.0,1
646,University of Michigan - Ann Arbor (UM),Chemical Engineering,1.43,2017-2018,2nd,,2,2017,33052,33052,0,0,33052,Engineering,Engineering,low,0,0,University of Michigan - Ann Arbor UM_Engineering,23113.286713286714,0.0,0
647,University of Wisconsin - Madison (UW),math,0.92,2017-2018,1st,,1,2017,21000,0,21000,0,21000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Wisconsin - Madison UW_MathematicsAndComputer Science,22826.08695652174,0.0,0
648,University of California - San Diego (UCSD),Sociology,0.83,2017-2018,1st,,1,2017,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,University of California - San Diego UCSD_HistPolSoc,26506.024096385543,0.0,1
649,University of South Carolina (USC),Chemistry,1.06,2017-2018,1st,,1,2017,24000,24000,0,0,24000,Chemistry,Chemistry,low,0,0,University of South Carolina USC_Chemistry,22641.509433962263,0.0,0
652,University of California - Irvine (UCI),Sociology,0.68,2017-2018,1st,,1,2017,19884,20653,0,0,20653,HistPolSoc,HistPolSoc,low,769,769,University of California - Irvine UCI_HistPolSoc,29241.176470588234,1130.8823529411764,1
653,University of California - Berkeley,Political Science,1.15,2017-2018,1st,Student health insurance also covered,1,2017,32000,0,27000,5000,32000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc,27826.08695652174,0.0,1
654,University of Illinois - Urbana- Champaign (UIUC),Communication,0.77,2017-2018,1st,,1,2017,16900,0,16900,0,16900,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication,21948.051948051947,0.0,1
655,University of Chicago (UC),Economics,1.65,2017-2018,1st,,1,2017,40000,40000,0,0,40000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement,24242.424242424244,0.0,0
656,University of Chicago (UC),Comparative Literature,1.28,2017-2018,1st,,1,2017,31000,0,28000,3000,31000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of Chicago UC_LinguisticsAndCommunication,24218.75,0.0,1
657,Temple University (TU),Political Science,0.75,2017-2018,1st,2018-2019,1,2017,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,Temple University TU_HistPolSoc,24000.0,0.0,1
658,University of Chicago (UC),Political Science,1.34,2017-2018,1st,,1,2017,32400,0,29400,3000,32400,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc,24179.104477611938,0.0,1
659,University of Washington (UW),Political Science,0.87,2017-2018,1st,,1,2017,20196,0,20655,0,20655,HistPolSoc,HistPolSoc,high,459,459,University of Washington UW_HistPolSoc,23213.793103448275,527.5862068965517,1
660,University of North Carolina - Chapel Hill (UNC),Political Science,0.68,2017-2018,1st,,1,2017,15014,0,17000,0,17000,HistPolSoc,HistPolSoc,high,1986,1986,University of North Carolina - Chapel Hill UNC_HistPolSoc,22079.41176470588,2920.5882352941176,1
661,University of North Carolina - Chapel Hill (UNC),political science,0.76,2017-2018,1st,,1,2017,17000,0,17000,0,17000,HistPolSoc,HistPolSoc,high,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc,22368.42105263158,0.0,1
662,University of Minnesota - Twin Cities (UM),Psychology,0.84,2017-2018,5th,,5,2017,19150,0,16750,4000,20750,HistPolSoc,HistPolSoc,high,1600,1600,University of Minnesota - Twin Cities UM_HistPolSoc,22797.61904761905,1904.7619047619048,1
663,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering,0.81,2017-2018,1st,,1,2017,18000,28000,0,0,28000,Engineering,Engineering,low,10000,10000,University of North Carolina - Chapel Hill UNC_Engineering,22222.22222222222,12345.679012345678,0
664,University of California - Los Angeles (UCLA),history,1.16,2017-2018,1st,,1,2017,30000,0,24000,6000,30000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc,25862.068965517243,0.0,1
665,University of California - Los Angeles (UCLA),history,1.16,2017-2018,6th and up,,6,2017,30000,0,24000,6000,30000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc,25862.068965517243,0.0,1
666,University of California - Los Angeles (UCLA),Political Science,0.93,2017-2018,1st,Expecting more for such an expensive city,1,2017,24000,0,20000,4000,24000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc,25806.451612903224,0.0,1
667,University of California - Los Angeles (UCLA),Political Science,0.93,2017-2018,1st,Expecting more for such and expensive city,1,2017,24000,0,20000,4000,24000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc,25806.451612903224,0.0,1
668,Johns Hopkins University (JHU),History,1.21,2017-2018,1st,Plus relocation fee and insurance,1,2017,31000,31000,0,0,31000,HistPolSoc,HistPolSoc,low,0,0,Johns Hopkins University JHU_HistPolSoc,25619.834710743802,0.0,1
669,Northwestern University (NU),history,1.34,2017-2018,1st,,1,2017,32600,32600,0,0,32600,HistPolSoc,HistPolSoc,low,0,0,Northwestern University NU_HistPolSoc,24328.358208955222,0.0,1
670,University of California - San Diego (UCSD),Political Science,0.86,2017-2018,1st,,1,2017,22730,0,18000,5000,23000,HistPolSoc,HistPolSoc,high,270,270,University of California - San Diego UCSD_HistPolSoc,26430.232558139534,313.95348837209303,1
671,University of North Carolina - Chapel Hill (UNC),Political Science,0.81,2017-2018,1st,,1,2017,18000,0,17000,3000,20000,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc,22222.22222222222,2469.135802469136,1
672,Michigan State University (MSU),political science,0.98,2017-2018,1st,,1,2017,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,Michigan State University MSU_HistPolSoc,20408.163265306124,0.0,1
673,University of North Carolina - Chapel Hill (UNC),Sociology,0.9,2016-2017,1st,,1,2016,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc,22222.222222222223,0.0,1
674,University of Rochester (UR),Chemistry,1.26,2017-2018,1st,Waive $600 Mandatory Health Fee,1,2017,27000,27000,0,0,27000,Chemistry,Chemistry,low,0,0,University of Rochester UR_Chemistry,21428.571428571428,0.0,0
675,University of Rochester (UR),Chemistry,0.13,2017-2018,1st,Waive $600 mandatory health fee,1,2017,2700,2700,0,0,2700,Chemistry,Chemistry,low,0,0,University of Rochester UR_Chemistry,20769.23076923077,0.0,0
676,Stanford University (SU),Anthropology,1.22,2017-2018,3rd,,3,2017,35000,35000,0,0,35000,Biology,Biology,low,0,0,Stanford University SU_Biology,28688.524590163935,0.0,0
677,University of Texas - Dallas (UTD),Materials Science and Engineering,1.28,2016-2017,3rd,,3,2016,27600,27600,0,0,27600,Engineering,Engineering,low,0,0,University of Texas - Dallas UTD_Engineering,21562.5,0.0,0
678,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering,1.16,2017-2018,2nd,,2,2017,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering,23275.862068965518,0.0,0
680,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.14,2017-2018,1st,Half-time assistantship for Fall 2018 and Spring 2019. ,1,2017,25000,0,17420,8580,26000,Chemistry,Chemistry,high,1000,1000,University of Illinois - Urbana- Champaign UIUC_Chemistry,21929.82456140351,877.1929824561404,0
681,University of California - Los Angeles (UCLA),Ecology and Evolutionary Biology,1.0,2016-2017,1st,,1,2016,26000,26000,0,0,26000,Biology,Biology,low,0,0,University of California - Los Angeles UCLA_Biology,26000.0,0.0,0
682,University of Chicago (UC),Chemistry,1.32,2017-2018,5th,,5,2017,31925,37275,0,0,37275,Chemistry,Chemistry,low,5350,5350,University of Chicago UC_Chemistry,24185.60606060606,4053.030303030303,0
683,University of North Carolina - Chapel Hill (UNC),Sociology,0.81,2016-2017,2nd,,2,2016,18000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc,22222.22222222222,2469.135802469136,1
684,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.34,2017-2018,1st,,1,2017,29500,30000,0,0,30000,Chemistry,Chemistry,low,500,500,University of Illinois - Urbana- Champaign UIUC_Chemistry,22014.925373134327,373.13432835820896,0
685,Duke University (DU),Biology,1.44,2016-2017,3rd,,3,2016,32000,32000,0,0,32000,Biology,Biology,low,0,0,Duke University DU_Biology,22222.222222222223,0.0,0
686,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.14,2016-2017,1st,,1,2016,26500,29500,0,0,29500,Engineering,Engineering,low,3000,3000,Georgia Institute of Technology Georgia Tech_Engineering,23245.61403508772,2631.5789473684213,0
687,University of Virginia (UVA),History,0.7,2016-2017,1st,,1,2016,16000,16000,0,0,16000,HistPolSoc,HistPolSoc,low,0,0,University of Virginia UVA_HistPolSoc,22857.14285714286,0.0,1
688,University of Wisconsin - Madison (UW),Mathematics,0.68,2016-2017,1st,,1,2016,15566,0,16196,0,16196,MathematicsAndComputer Science,MathematicsAndComputer Science,high,630,630,University of Wisconsin - Madison UW_MathematicsAndComputer Science,22891.176470588234,926.470588235294,0
689,University of North Carolina - Chapel Hill (UNC),Sociology,0.81,2017-2018,1st,TA-ship,1,2017,18000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc,22222.22222222222,2469.135802469136,1
690,Pennsylvania State University (Penn State),Materials Science and Engineering,1.42,2017-2018,2nd,,2,2017,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Pennsylvania State University Penn State_Engineering,22535.211267605635,0.0,0
691,Rutgers the State University of New Jersey - New Brunswick,Political Science,0.93,2016-2017,2nd,"First year fellows are now given $3,000 of summer funding.",2,2016,24000,0,25000,0,25000,HistPolSoc,HistPolSoc,high,1000,1000,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc,25806.451612903224,1075.268817204301,1
692,University of Southern California (USC),Psychology,1.39,2016-2017,6th and up,The summer funding is not guaranteed. Only if you can find a faculty member who has available funds. ,6,2016,36000,0,30000,6000,36000,HistPolSoc,HistPolSoc,high,0,0,University of Southern California USC_HistPolSoc,25899.28057553957,0.0,1
